,statement,label
7263,"For [GM] to pay back everything it owes, it would have to sell its shares at $143 a share . . . where the highest value of a General Motors share ever was $43, $44, $46, whatever the dollars were . . .",Fake
7264,"Theres 21 congressmen and senators that have been convicted of felonies that still get their retirement, even in jail. They dont have to wait until theyre 65.",Not Fake
7265,"Says Mitt Romney said at a January 2012 debate that under Paul Ryans tax plan, Id have paid no taxes in the last two years.",Fake
7266,"House Republicans pledged to introduce a bill to reform Americas health care system, but ""the 'party of no' has . . . failed to produce legislation.""",Not Fake
7267,"Polls show Americans are overwhelmingly opposed to Obamacare, especially the individual mandate.",Not Fake
7268,The House of Delegates budget bill cuts $50 million from education.,Not Fake
7269,"In Texas, we teach both creationism and evolution in our public schools.",Fake
7270,A telecom bill could keep the State Corporation Commission from getting rate-of-return information from electric utilities.,Fake
7271,"Portland Public Schools invites well-paid, well-fed school bureaucrats, administrators, teachers, other staff, non-needy students, affluent parents of students, and other adults, including on the other extreme the adult homeless, illegal aliens, fanatical Muslim terrorists, or drug addicted street people, to enjoy cheap breakfasts in taxpayer-paid school facilities amidst school children.",Fake
7272,McCain lobbied for (a) $10-million pork project honoring conservative justice.,Not Fake
7273,We have been confronted with an unexpected storm that has hit the metropolitan area.,Fake
7274,"Among manufacturers with fewer than 50 employees, the average cost in terms of regulations is $34,000 per employee.",Not Fake
7275,"The health care bill will ""create 4 million jobs, 400,000 jobs almost immediately.""",Not Fake
7276,U.S. Rep. Scott Rigell wants gun owners in a federal registration system.,Fake
7277,"Says pension contributions under Gov. Chris Christie would represent 75 percent of the total contribution made between the years 1995 and 2010. Thats right, in 15 years, total state contribution was only $2.1 billion.",Fake
7278,The water quality in the ocean is perfect. Its been tested up and down every ocean shore in New Jersey.,Not Fake
7279,"I balanced the budget for four straight years, paid off $405 billion in debt.",Fake
7280,Sherrod Brown was just voted two years in a row the most liberal senator in the United States of America and is more liberal than Sen. Bernie Sanders.,Not Fake
7281,Greg Abbott did nothing to pursue reports of the sexual abuse of boys at a West Texas state-run school.,Fake
7282,The governor must inform the Senate president about his or her absence from the state.,Fake
7283,We have my opponent Sam Olens to thank for [the Arizona immigration ruling] since he was on the team that got Clinton elected.,Fake
7284,"A majority of Americans since Harry Truman days support single-payer health insurance, or full Medicare for all.",Fake
7285,"Says Ohio Gov. John Kasich had the worst rating on spending of any governor in the country, Republican or Democrat.",Not Fake
7286,The Benghazi probe is the longest-running congressional investigation ever.,Fake
7287,Says Jeb Bush extended early voting after seeing long lines.,Fake
7288,Says President Barack Obama thinks Americans are lazy.,Fake
7289,Says Gov. Scott Walker has caused Wisconsin to lose more jobs than any other state in the country.,Not Fake
7290,A measure to repeal the states prevailing wage law would make it easier for state contractors to hire illegal workers for Wisconsin construction jobs through an illegal worker loophole in the state budget.,Fake
7291,"Almost 400 arrests in the city last year for panhandling-related offenses involved just 78 suspects, an indication that the same people are panhandling over and over.",Not Fake
7292,Says more than 2 million Oregonians have received important medical services because of his health plan.,Not Fake
7293,"Pending a federal waiver, the 2013 Legislature eliminated the overtesting of students in grades 3-8 by decreasing the number of tests from 17 to 8.",Not Fake
7294,We have asked public employees to pay 10 percent of the costs of their guaranteed pension and 15 percent of the cost of their health care. ... The leadership of those public employees unions dont want to pay anything.,Fake
7295,(T)he United States government and its Constitution says that people can be put to death.,Not Fake
7296,"Obama spokesman Bill Burton says Clinton gave Bush ""a blank check on a critical foreign policy issue.""",Not Fake
7297,"A law was passed, apparently in the Clinton administration, about whether, in recruiting offices Marines or other military should be able to have guns. Apparently it is prohibited.",Fake
7298,We had the Democratic Governors Association and the Obama political machine come into a Republican primary to try and rig the election by spending $1 million against me in the last couple of days.,Not Fake
7299,"Stimulus money funded a government board that made recommendations that would cost 378,000 jobs and $28.3 billion in sales.",Fake
7300,"In the last 10 years, only one piece of legislation has been cosponsored and passed by John Duncan Jr.",Fake
7301,"There are cities and counties in Georgia that dont have websites, and where elected officials dont have email addresses.",Not Fake
7302,I never was in favor of shutting down the government. (I) voted to fund the government fully.,Fake
7303,"The Confederate battle flag never flew over Texas, but... you might soon see it on our license plates.",Not Fake
7304,Says PETA is using this really fancy drone to follow hunters around in some places in other countries.,Not Fake
7305,United States students are achieving at number 25 out of 29 developing countries when it comes to science and math.,Fake
7306,"Says Mitt Romney backed a bill that outlaws all abortions, even in cases of rape and incest.",Fake
7307,Says North Carolina is home of the largest military installations in the world.,Not Fake
7308,"In the last three years alone, 13 times, the Supreme Court, unanimously, 9-0, including all of the presidents liberal picks, have struck down the presidents executive orders.",Fake
7309,"In Libya, America spent $2 billion total and didnt lose a single life.",Not Fake
7310,20 percent of the time (smart guns) wont work.,Fake
7311,If you look at the income of average Americans...theyre absolutely flat in constant dollars since 1979.,Not Fake
7312,The Rhode Island Parole Board never received an objection from the attorney general to the parole of convicted murder Alfred Brissette.,Not Fake
7313,Its highly unusual to have a Supreme Court confirmation in a presidential election year. The last one was 1940.,Not Fake
7314,Guantanamo has never been a key component of ISIS or al-Qaida propaganda.,Not Fake
7315,Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.,Fake
7316,George Allens flat tax plan would actually shrink revenues further thanthe Perry (flat tax) plan.,Fake
7317,"Right now, Texas doesnt have an income tax and Oklahomas lowering their income tax rates, and guess what their severance tax is? Sky high.",Not Fake
